Название группы,Фраза (с минус-словами),Продуктивность,ID объявления,Заголовок,Текст,Ссылка
24 бульвар мрт сиреневый,"""!17 !каланчевская !мрт""",3.8,2428554861,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
24 бульвар мрт сиреневый,17 каланчевская мрт,7.7,2428554861,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
24 бульвар мрт сиреневый,"""24 бульвар мрт сиреневый""",6.6,2428554868,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
24 комсомольский мрт,"""!24 !бульвар !мрт !сиреневый""",6.6,2428554868,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
24 комсомольский мрт,24 бульвар мрт сиреневый,6.6,2428554868,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
24 комсомольский мрт,"""24 комсомольский мрт""",7.7,2428554875,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
24 москва мрт час,24 комсомольский мрт,7.7,2428554875,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
24 москва мрт час,"""!24 !комсомольский !мрт""",2.8,2428554875,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
24 москва мрт час,"""!24 !москва !мрт !час""",1.9,2428554883,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
24 мрт островитянов,24 москва мрт час,6.6,2428554883,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
24 мрт островитянов,"""24 москва мрт час""",4.4,2428554883,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
24 мрт островитянов,"""!24 !мрт !островитянов""",2.8,2428554888,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
3 аппарат москва мрт тесла,"""24 мрт островитянов""",7.7,2428554888,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
3 аппарат москва мрт тесла,24 мрт островитянов,7.6,2428554888,МРТ центры в Москве. От 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=8e77a0e565&utm_content=dev_{device_type}
3 аппарат москва мрт тесла,3 аппарат москва мрт тесла,2.2,2428554895,"Аппараты МРТ 0,35 и 1,5 Тесла",24 часа. От 2 000₽. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=56f3d9eaff&utm_content=dev_{device_type}
3 в москве тесла адрес мрт,"""3 аппарат москва мрт тесла""",2.2,2428554895,"Аппараты МРТ 0,35 и 1,5 Тесла",24 часа. От 2 000₽. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=56f3d9eaff&utm_content=dev_{device_type}
3 в москве тесла адрес мрт,"""!3 !аппарат !москва !мрт !тесла""",2.2,2428554895,"Аппараты МРТ 0,35 и 1,5 Тесла",24 часа. От 2 000₽. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=56f3d9eaff&utm_content=dev_{device_type}
3 в москве тесла адрес мрт,"""3 в москве тесла адрес мрт""",6.7,2428554903,"Аппараты МРТ 0,35 и 1,5 Тесла",24 часа. От 2 000₽. Консультация врача бесплатно. Без очередей,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=56f3d9eaff&utm_content=dev_{device_type}
